TransactionAmount,TransactionHour,DayOfWeek,IsWeekend,CustomerHistory,MerchantRisk,LocationMismatch,DeviceChange,Velocity_1h,Velocity_24h,AvgTransaction,CustomerAge,AccountAgeDays,PotentialFraud
46.92680899768591,14,7,1,47.078263569366406,3,1,0,2.2705116367067024,14.514232262790463,80.67538923193183,23,126.76171171380932,1
301.0121430917521,11,6,0,38.14146933903956,1,0,1,1.0925482211382564,0.9594163285145516,11.673121794527475,32,959.1558645784366,0
131.67456935454493,15,3,0,35.26027639166489,1,0,0,6.509916981713345,7.212912037167176,76.28920431464651,32,146.53856545311623,1
91.29425537759532,23,6,1,36.03022408552613,3,0,0,1.8289723113213283,2.634227131023665,68.81773267913933,78,183.07345696244175,0
16.962487046234628,18,3,0,52.25101430016457,2,1,0,3.295089023665168,1.9993746209342789,94.75727052281721,33,898.7214920884145,0
16.959629191460518,7,7,0,58.9007172823238,1,0,0,0.23162074726462062,16.62328793459307,47.8083431112822,37,184.6572652994931,0
5.983876860868068,20,6,0,8.157855407495518,2,0,0,1.0126425437020543,1.4506986167022244,67.35540392445444,30,263.9551777903077,0
201.12308644799396,16,4,1,78.25668113539784,2,0,0,0.82150120786953,6.323374219932191,-16.48171597771409,61,213.59903678494942,0
91.90821536272645,22,5,0,76.83401525883986,3,0,0,1.6855340913986676,27.89991102479082,96.72511463101512,59,61.87558356781191,0
123.12500617045903,4,4,0,3.3869047290620102,3,0,1,3.9481967412293812,2.0558861431633275,77.34800249617778,63,19.836229956092133,0
2.0799307999138623,21,2,1,71.71853392645595,2,0,0,0.1631539065376037,38.164139493024635,82.61724313461829,48,644.65764926678,0
350.3557475158312,15,4,1,71.10437702662085,2,0,0,0.15068626508930788,51.65183561136167,35.197077918958215,51,518.0119143668873,0
178.6429543354675,5,7,0,50.0089098837509,1,0,0,3.7984805710388136,8.110688238573307,91.94186524559015,46,165.89784166775604,1
23.8687625248947,7,1,0,24.056627562302474,1,0,0,0.4786731216502829,1.8650156909813926,129.58249110542678,20,175.20383007372698,0
20.067898874966335,17,2,1,70.30456183330145,2,0,0,2.209783452968246,3.799507180609543,74.45261843371428,26,1450.2636224451207,0
20.261142283225706,11,6,0,45.17537867405297,2,0,0,1.565610509685997,5.525035968170129,99.50266724244933,28,2197.90569400198,0
36.27537294604771,14,2,0,60.977576876379125,2,0,0,3.578249026198844,3.700847756873162,53.88136930622346,28,320.6901572345975,0
74.39278308608544,8,5,0,94.38402543923557,1,0,0,0.2672660180577972,3.2938720665360544,77.69431429858834,42,810.8861989039403,0
